3.029655218124389648e-01,1.233060359954833984e-01,1.550329101562500000e+03
7.147593498229980469e-01,2.807627618312835693e-01,1.690459375000000000e+04
6.091943383216857910e-01,2.404457032680511475e-01,3.584993164062500000e+03
6.417226195335388184e-01,2.976399362087249756e-01,4.462406250000000000e+03
8.605003356933593750e-01,3.746547400951385498e-01,9.424915039062500000e+03
5.484799146652221680e-01,2.181192487478256226e-01,4.403090332031250000e+03
5.263921022415161133e-01,2.372933328151702881e-01,2.764852050781250000e+03
4.448722004890441895e-01,1.819435805082321167e-01,1.195998046875000000e+03
9.705089330673217773e-01,3.611348867416381836e-01,1.096552343750000000e+04
6.486187577247619629e-01,2.951900660991668701e-01,3.254874511718750000e+03
5.747033357620239258e-01,2.541551887989044189e-01,5.882431152343750000e+03
3.516728281974792480e-01,1.699262857437133789e-01,1.129205566406250000e+03
5.380887389183044434e-01,2.195087671279907227e-01,5.351532714843750000e+03
5.113399028778076172e-01,2.013309895992279053e-01,3.964471435546875000e+03
5.857906341552734375e-01,2.299987524747848511e-01,1.329705468750000000e+04
7.274611592292785645e-01,3.340208828449249268e-01,2.368342968750000000e+04
9.094332456588745117e-01,3.744668662548065186e-01,4.760098144531250000e+03
4.421475231647491455e-01,1.710941791534423828e-01,2.381835449218750000e+03
6.143583655357360840e-01,3.152343928813934326e-01,1.928116455078125000e+03
8.051699399948120117e-01,3.571897745132446289e-01,7.164699707031250000e+03
5.716436505317687988e-01,2.262292355298995972e-01,1.168054687500000000e+04
4.593272507190704346e-01,1.993159055709838867e-01,2.519803955078125000e+03
4.698578119277954102e-01,1.996836215257644653e-01,1.520663208007812500e+03
6.521123051643371582e-01,2.603495121002197266e-01,4.015543212890625000e+03
1.023067951202392578e+00,3.821355402469635010e-01,1.020236015625000000e+05
4.712141752243041992e-01,2.191902846097946167e-01,1.710781616210937500e+03
5.898221731185913086e-01,2.549493014812469482e-01,7.397329101562500000e+03
6.893284320831298828e-01,2.997524440288543701e-01,2.090024218750000000e+04
9.655513763427734375e-01,4.176758825778961182e-01,6.822395019531250000e+03
4.865827560424804688e-01,2.059168666601181030e-01,2.651004638671875000e+03
9.624034762382507324e-01,3.504088222980499268e-01,1.196750195312500000e+04
4.051056206226348877e-01,1.603732854127883911e-01,1.257905395507812500e+03
5.637083053588867188e-01,2.058313488960266113e-01,4.829297363281250000e+03
