1.366542428731918335e-01,0.000000000000000000e+00,-7.741364836692810059e-02,-4.594700932502746582e-01,1.186470150947570801e+00,5.954157188534736633e-02,4.539000000000000000e+03,5.336157714843750000e+03
1.366542428731918335e-01,-2.500000000000000000e-01,-1.819701939821243286e-01,-4.561572968959808350e-01,9.862403273582458496e-01,7.208760827779769897e-02,3.646000000000000000e+03,4.168291992187500000e+03
-5.000000074505805969e-02,5.000000074505805969e-02,-3.493734821677207947e-02,-8.163056522607803345e-02,1.248668789863586426e+00,5.969050899147987366e-02,4.643000000000000000e+03,4.695200683593750000e+03
9.482004493474960327e-02,-1.000000014901161194e-01,3.135860264301300049e-01,-1.585207283496856689e-01,9.401382207870483398e-01,5.943498760461807251e-02,2.955000000000000000e+03,3.124370117187500000e+03
8.687628805637359619e-02,5.000000074505805969e-02,7.168509811162948608e-02,6.205555200576782227e-01,1.195682168006896973e+00,5.199005454778671265e-02,4.553000000000000000e+03,5.542226074218750000e+03
-1.024989411234855652e-02,-1.500000059604644775e-01,2.498742006719112396e-02,-4.554859101772308350e-01,1.155753850936889648e+00,6.478293240070343018e-02,4.383000000000000000e+03,4.688854492187500000e+03
-1.000000014901161194e-01,1.366542428731918335e-01,-5.399011969566345215e-01,2.733218371868133545e-01,1.175296902656555176e+00,5.819127708673477173e-02,4.350000000000000000e+03,4.997317871093750000e+03
0.000000000000000000e+00,9.482004493474960327e-02,-2.080903351306915283e-01,3.274059593677520752e-01,7.263851165771484375e-01,7.610028237104415894e-02,2.710000000000000000e+03,3.191311279296875000e+03
-5.000000074505805969e-02,5.000000074505805969e-02,-5.200535655021667480e-01,4.752978682518005371e-01,1.229955315589904785e+00,6.273180246353149414e-02,5.058000000000000000e+03,6.330674804687500000e+03
1.366542428731918335e-01,2.872454822063446045e-01,2.353181093931198120e-01,-1.625110059976577759e-01,1.214568495750427246e+00,6.492237746715545654e-02,4.606000000000000000e+03,5.248388183593750000e+03
2.872454822063446045e-01,-4.000000059604644775e-01,1.832779943943023682e-01,-2.983311414718627930e-01,9.439323544502258301e-01,5.558269843459129333e-02,3.458000000000000000e+03,3.539588623046875000e+03
-5.000000074505805969e-02,5.000000074505805969e-02,3.008021116256713867e-01,-8.994985371828079224e-02,1.271521687507629395e+00,5.675130337476730347e-02,5.375000000000000000e+03,5.840029785156250000e+03
3.562291860580444336e-01,9.482004493474960327e-02,2.928598523139953613e-01,1.333445906639099121e-01,5.660029649734497070e-01,6.095289438962936401e-02,1.540000000000000000e+03,1.566401123046875000e+03
5.000000074505805969e-02,-2.672467827796936035e-01,-1.874551922082901001e-02,8.075682073831558228e-02,1.191334843635559082e+00,9.907169640064239502e-02,3.420000000000000000e+03,3.717148437500000000e+03
5.000000074505805969e-02,-3.000000119209289551e-01,-5.287567973136901855e-01,-4.531461596488952637e-01,1.094764113426208496e+00,7.544770091772079468e-02,3.718000000000000000e+03,4.767599121093750000e+03
3.562291860580444336e-01,5.000000074505805969e-02,5.238348841667175293e-01,1.530161127448081970e-03,8.263500928878784180e-01,9.490676224231719971e-02,2.940000000000000000e+03,3.069361572265625000e+03
1.764043420553207397e-01,3.815837576985359192e-02,1.854984164237976074e-01,5.121749043464660645e-01,1.223240971565246582e+00,5.825993418693542480e-02,4.859000000000000000e+03,5.565750488281250000e+03
1.764043420553207397e-01,-1.618416309356689453e-01,1.559887230396270752e-01,-1.209358498454093933e-01,6.908306479454040527e-01,6.943999975919723511e-02,2.651000000000000000e+03,2.662636718750000000e+03
-1.000000014901161194e-01,-5.000000074505805969e-02,1.420759707689285278e-01,5.599250793457031250e-01,1.270626187324523926e+00,6.362120062112808228e-02,5.023000000000000000e+03,6.291676757812500000e+03
-1.500000059604644775e-01,-5.000000074505805969e-02,2.346101403236389160e-01,-4.684006273746490479e-01,1.260046005249023438e+00,6.411517411470413208e-02,5.073000000000000000e+03,6.062126953125000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,1.027095615863800049e-01,-2.144495956599712372e-02,6.447504758834838867e-01,6.927665323019027710e-02,2.372000000000000000e+03,2.434360107421875000e+03
-1.000000014901161194e-01,0.000000000000000000e+00,4.054454267024993896e-01,-4.714575111865997314e-01,1.281638860702514648e+00,5.426595732569694519e-02,4.446000000000000000e+03,5.667566894531250000e+03
0.000000000000000000e+00,5.000000074505805969e-02,2.289245277643203735e-01,-9.533031284809112549e-02,1.186776876449584961e+00,6.287503242492675781e-02,4.533000000000000000e+03,4.767226074218750000e+03
